location,city,latitude,longitude
JP Nagar Phase 1,bangalore,12.9096941,77.5866067
Kannur on Thanisandra Main Road,bangalore,12.93811,77.60866
Doddanekundi,bangalore,12.9713194,77.6964768
Kengeri,bangalore,12.9229728,77.4842926
Horamavu,bangalore,13.0264172,77.6607702
Thanisandra,bangalore,13.0562923,77.6328481
Ramamurthy Nagar,bangalore,13.0120218,77.6777817
Whitefield Hope Farm Junction,bangalore,12.9822315,77.7518066
Electronic City Phase 1,bangalore,12.8449901,77.6653789
Yelahanka,bangalore,13.1006982,77.5963454
Anjanapura,bangalore,12.8621257,77.563952
Jalahalli,bangalore,13.0464531,77.5483803
Kasavanahalli,bangalore,12.904881,77.675931
Bommasandra,bangalore,12.820922,77.687387
Bellandur,bangalore,12.9371445,77.6720227
RR Nagar,bangalore,12.932582,77.5162034
Begur,bangalore,12.8739338,77.6257894
Hosa Road,bangalore,12.8722557,77.663486
Sahakar Nagar,bangalore,21.1765535,79.6503528
Kadugodi,bangalore,12.9985767,77.7609716
Jakkur,bangalore,13.072274,77.60397
Jigani,bangalore,12.8170129,77.676507
Krishnarajapura,bangalore,12.9999024,77.6776703
Brookefield,bangalore,12.9574345,77.7147082
Banashankari,bangalore,12.915221,77.573598
Nelamangala,bangalore,13.0504205,77.4927727
Attibele,bangalore,12.781354,77.743055
Banaswadi,bangalore,13.0141618,77.6518539
Kodigehalli,bangalore,13.0038165,77.7273361
ITPL,bangalore,12.987475,77.736073
Uttarahalli Hobli,bangalore,12.9059,77.542
Chikkagubbi on Hennur Main Road,bangalore,13.00397,77.619569
Varthur,bangalore,12.956814,77.69731
Vidyaranyapura,bangalore,13.077539,77.570743
Electronic City Phase 2,bangalore,12.8468545,77.6769267
J. P. Nagar,bangalore,12.864146,77.581719
K. Chudahalli,bangalore,12.839971,77.533226
Narayanaghatta,bangalore,12.836902,77.726079
Anekal City,bangalore,12.8413714,77.67591
Sarjapur,bangalore,12.9244884,77.6451418
Koramangala,bangalore,12.9357366,77.624081
Hebbal,bangalore,13.0434496,77.590516
Budigere Cross,bangalore,13.0464988,77.7504582
Bommanahalli,bangalore,12.906713,77.63102
Electronics City,bangalore,12.8871751,77.6112689
Chikkalasandra,bangalore,12.9121916,77.5476337
Kogilu,bangalore,13.103616,77.601203
Nayandahalli,bangalore,12.946067,77.529491
Bilekahalli,bangalore,12.9007941,77.6011827
Muneshwara Nagar,bangalore,13.060469,77.549035
Junnasandra,bangalore,12.905096,77.684502
Narayanapura on Hennur Main Road,bangalore,13.00397,77.619569
Kothanur,bangalore,12.8764315,77.5786186
Kadugodi Industrial Area,bangalore,12.9907478,77.7467309
Sarjapur Road Wipro To Railway Crossing,bangalore,12.970541,77.604785
RMV Extension Stage 2,bangalore,13.0222132,77.5781101
Kudlu,bangalore,12.888987,77.658956
Carmelaram,bangalore,12.9074759,77.6954724
Uttarahalli,bangalore,12.9055682,77.5455438
Anagalapura Near Hennur Main Road,bangalore,13.00397,77.619569
R T  Nagar,bangalore,12.864146,77.581719
JP Nagar Phase 7,bangalore,12.9096941,77.5866067
Subramanyapura,bangalore,12.914786,77.560741
JP Nagar Phase 4,bangalore,12.9096941,77.5866067
JP Nagar Phase 8,bangalore,12.9096941,77.5866067
Amruthahalli,bangalore,13.064538,77.60584
Nagarbhavi,bangalore,12.9512353,77.519054
Chandapura,bangalore,12.809433,77.696841
Marsur,bangalore,12.753934,77.714494
JP Nagar Phase 3,bangalore,12.9096941,77.5866067
JP Nagar Phase 9,bangalore,12.9119148,77.5798871
Gottigere,bangalore,12.856856,77.588849
Kanakapura Road Beyond Nice Ring Road,bangalore,12.882679,77.491296
Harlur,bangalore,12.9058923,77.675465
Konanakunte,bangalore,12.885451,77.566861
Richmond Town,bangalore,12.963555,77.6015856
Jayanagar,bangalore,12.9292731,77.5824229
Domlur,bangalore,12.9624669,77.6381958
Devanahalli,bangalore,13.1426658,77.7341522
Hulimavu,bangalore,12.875248,77.609479
Kumaraswamy Layout,bangalore,12.9150398,77.5678879
Singasandra,bangalore,12.878745,77.646539
JP Nagar Phase 6,bangalore,12.9096941,77.5866067
Sanjaynagar,bangalore,13.0373417,77.5744325
CV Raman Nagar,bangalore,12.9850987,77.6631173
Padmanabhanagar,bangalore,12.9181024,77.5576638
Hennur,bangalore,13.039842,77.641359
KPC Layout,bangalore,12.9041861,77.6778517
R.K. Hegde Nagar,bangalore,13.071502,77.633649
Kannamangala,bangalore,13.0321029,77.7585724
Yerthiganahalli,bangalore,13.195054,77.675241
Badamanavarthekaval,bangalore,12.8447309,77.5001765
Kanakapura,bangalore,12.8693402,77.5366473
Bannerughatta,bangalore,12.8514525,77.5924205
BTM Layout,bangalore,12.916588,77.608118
Kuvempu Layout on Hennur Main Road,bangalore,13.00397,77.619569
Marathahalli,bangalore,12.9552572,77.6984163
Rajajinagar,bangalore,13.000536,77.5497
Whitefield,bangalore,12.9964,77.761423
RMV,bangalore,13.0360109,77.5695288
Bileshivale,bangalore,13.0544797,77.6710295
Nagawara,bangalore,23.3839376,74.2990136
HSR Layout,bangalore,12.9116225,77.6388622
Anjanapura Township,bangalore,12.8615644,77.5296769
Devarachikkana Halli,bangalore,12.8847643,77.6218621
Sampangiram Nagar,bangalore,12.978498,77.591454
Armane Nagar,bangalore,13.0271,77.585651
Basavanagudi,bangalore,12.9417261,77.5755021
Yeshwantpur,bangalore,13.0221838,77.5530824
Battarahalli,bangalore,13.0114726,77.7099343
Adugodi,bangalore,12.941123,77.61858
Kammanahalli,bangalore,13.0178488,77.6364588
Kalyan Nagar,bangalore,13.0221416,77.6403368
Kudlu Gate,bangalore,12.889447,77.640551
Kodipalya,bangalore,12.9044751,77.4879509
Kaggadasapura,bangalore,12.9812262,77.6745845
Malleswaram,bangalore,13.0027353,77.5703253
Akshayanagar,bangalore,12.8750432,77.6164914
Lingarajapuram,bangalore,13.0093949,77.6267881
Indira Nagar,bangalore,17.2490573,80.16963
Nagasandra,bangalore,13.0479536,77.5001422
Kaval Byrasandra,bangalore,13.0197859,77.6077057
Sanjay Nagar,bangalore,12.9578658,77.6958748
Sanjeevini Nagar,bangalore,12.960474,77.559345
Cooke Town,bangalore,13.0021998,77.6251814
Frazer Town,bangalore,13.000875,77.611707
Vasanth Nagar,bangalore,12.9921738,77.591459
NRI Layout,bangalore,13.028526,77.679316
Dasarahalli,bangalore,13.3151073,77.7163854
Kalkere,bangalore,13.0335362,77.6745884
Kartik Nagar,bangalore,12.99368,77.551129
Sarjapur Road Till Wipro,bangalore,12.92419,77.628884
hebbal kempapura,bangalore,13.050194,77.6075951
Cox Town,bangalore,12.9954832,77.6239259
Bendre Nagar,bangalore,13.00989,77.549271
Hosakerehalli,bangalore,12.9299371,77.5374237
Byrathi,bangalore,13.077955,77.653364
Narayanapura,bangalore,12.9967688,77.6840351
Chamrajpet,bangalore,12.956924,77.559896
Nandini Layout,bangalore,13.0125961,77.5333145
Ullal Uppanagar,bangalore,12.957022,77.493578
Doddaballapur,bangalore,13.1135179,77.5794206
Murugesh Palya,bangalore,12.999123,77.615877
Annapurneshwari Nagar,bangalore,13.0271,77.585651
Chandra Layout Extension,bangalore,12.970541,77.604785
BTM Layout 2nd Stage,bangalore,12.9167922,77.6082139
8th Phase JP Nagar,bangalore,12.9185507,77.5856306
Dodda Banaswadi,bangalore,13.09068,77.5561
Sidedahalli,bangalore,13.0625424,77.4953754
HBR Layout,bangalore,13.031992,77.6280789
Rajarajeshwari nagar,bangalore,12.9274413,77.5155224
Uttarahalli Main Road,bangalore,12.93811,77.60866
5th Stage Raja Rajeshwari Nagar,bangalore,12.896004,77.555784
RR Nagar Main Road,bangalore,13.022423,77.592598
DrVishnuvardhan Road,bangalore,13.000046,77.615816
Hennur Main Road,bangalore,13.0196031,77.6300744
JP Nagar Phase 5,bangalore,12.9096941,77.5866067
5th Phase,bangalore,13.1069899,77.5733163
Kadugondanahalli,bangalore,13.0207633,77.6189599
Hosa Road Junction,bangalore,12.8755609,77.6705991
AGS Layout Arehalli,bangalore,12.9135288,77.5408913
Hosur Main Road,bangalore,12.947996,77.606384
Uttarahalli Road,bangalore,12.896309,77.551215
Poornaprajna Layout,bangalore,12.908802,77.535933
Poorna Pragna Layout,bangalore,12.9022049,77.5358062
Banashankari 5th stage,bangalore,12.8778987,77.5089292
Channasandra Layout,bangalore,13.040792,77.681272
JP Nagar 8th Phase,bangalore,12.9185507,77.5856306
Volagerekallahalli,bangalore,12.881907,77.776342
Mysore Road,bangalore,12.9567546,77.54938
Thanisandra Main Road,bangalore,13.0517692,77.6310826
Koppa Begur Road,bangalore,12.905164,77.627617
Sarjapur Road,bangalore,12.9244884,77.6451418
Ulsoor,bangalore,12.9778793,77.6246697
Kathriguppe,bangalore,12.934939,77.560711
Babusabpalya,bangalore,13.0227949,77.6473286
AECS Layout A Block Singasandra,bangalore,12.8829572,77.6500831
KR Puram Bhattarahalli,bangalore,13.01291,77.694904
Raja Rajeshwari Nagar 5th Stage,bangalore,12.8778987,77.5089292
RMV 2nd Stage,bangalore,13.032709,77.570869
Kambipura,bangalore,12.8718914,77.4617673
Pattanagere Main Road,bangalore,12.9215412,77.5091774
Ashwathkatte Road,bangalore,13.0246071,77.6033127
BEML Layout 5th Stage,bangalore,12.906898,77.521518
Shivaji Nagar,bangalore,12.9883249,77.6004488
Bagalur,bangalore,13.142028,77.671455
Sarjapur Attibele,bangalore,12.907421,77.716374
Domlur Layout,bangalore,12.961585,77.638639
sarjapura attibele road,bangalore,12.929616,77.615307
TC Palya Road,bangalore,13.0224556,77.7089821
ISRO Layout,bangalore,12.8974283,77.5573828
Infantry Road,bangalore,12.9800059,77.6050006
Richards Town,bangalore,13.0042369,77.6170601
Pattanagere,bangalore,12.9242632,77.4983378
Benson Town,bangalore,12.997343,77.6036815
Sri Krishna Garden Layout,bangalore,12.979171,77.643664
Kenchena Halli Road,bangalore,12.884771,77.62186
Rajarajeswari Nagar,bangalore,12.99368,77.551129
Bannerghatta Main Road,bangalore,12.799977,77.599351
Mahadevapura,bangalore,12.98971,77.688631
Babusa Palya,bangalore,12.873888,77.486697
Kumaraswamy Layout Vittal Nagar,bangalore,12.909501,77.563259
Ideal Homes Co Operative Housing Society,bangalore,12.9599956,77.649864
5th Stage BEML Layout,bangalore,12.9593244,77.7204903
Dwaraka Nagar,bangalore,17.3225444,78.5524243
Krishna Garden Road,bangalore,12.945031,77.575726
Gubbalala Main Road,bangalore,12.93811,77.60866
RT Nager,bangalore,13.022423,77.592598
Kadathanamale,bangalore,13.206007,77.547167
Manyata Tech Park Nagawara,bangalore,13.048108,77.619776
Chandapura Anekal Road,bangalore,12.795647,77.706579
BEML Layout,bangalore,12.96111,77.716474
Nagavara,bangalore,13.0374647,77.623602
Abbigere,bangalore,13.0710107,77.5280137
HBR Layout 4th Block,bangalore,13.0313957,77.6359521
Panathur Road,bangalore,12.935965,77.7070538
Poornapragna Housing Society L,bangalore,12.970541,77.604785
Wheeler Road Extension,bangalore,13.0039313,77.6246641
Hegde Nagar,bangalore,12.970541,77.604785
Vasanthapura Main Road,bangalore,12.895015,77.5539245
Hennur Road,bangalore,13.0377061,77.6303636
Telecom Layout Thanisandra,bangalore,13.054761,77.622102
Manayata Tech Park,bangalore,12.898672,77.63122
Near Peenya Industrial Area,bangalore,13.0164785,77.5057386
Bennigana Halli,bangalore,13.08716,77.51812
Jaibharath Nagar Bangalore,bangalore,13.022883,77.621136
Sadashiva Nagar,bangalore,13.0110193,77.5808641
Ashok Nagar,bangalore,20.8794332,78.1205106
Kogilu Road Near Yelahanka,bangalore,13.088426,77.61906
Sompura Gate,bangalore,12.8622209,77.77196
Bagaluru,bangalore,13.140498,77.659108
Lavelle Road,bangalore,12.9683401,77.5965067
Kundalahalli,bangalore,12.960748,77.7245071
White Field,bangalore,12.975575,77.751104
Yelahanka New Town,bangalore,13.095653,77.57904
Bannerghatta Road Jigani,bangalore,12.771671,77.63807
Hennagara,bangalore,12.793979,77.679286
EPIP Zone,bangalore,12.9781922,77.7246451
T C Palya Main Road,bangalore,13.029663,77.606143
CV Raman Nagar Kaggadasapura,bangalore,12.9854892,77.6679809
Chikkanayakanahalli at Off Sarjapur,bangalore,12.976277,77.6036223
Ashoka Road,bangalore,13.0050006,77.621275
Sindhi Colony,bangalore,12.9946318,77.6165816
KR Puram Old Madras Road,bangalore,13.019108,77.70784
Bannerghatta,bangalore,12.904879,77.6018017
Begur Road,bangalore,12.8856188,77.6252418
K P Main Road,bangalore,12.9617151,77.4859925
Residential Flat Uttarahalli Hobli,bangalore,12.9059,77.542
Bagaluru Near Yelahanka,bangalore,13.1006982,77.5963454
Ananth Nagar,bangalore,12.99368,77.551129
Electronic City Phase I,bangalore,12.8467081,77.6707137
6th phase jp nagar,bangalore,12.9061211,77.5822037
Ramagondanahalli,bangalore,12.957049,77.740177
Jalahalli West,bangalore,13.045979,77.5222447
Off Bannerghatta Road,bangalore,12.951765,77.603961
JP Nagar,bangalore,12.9006755,77.5872566
Mallasandra,bangalore,13.0572477,77.5098468
JP Nagar Phase 2,bangalore,12.9096941,77.5866067
Maruthi Sevanagar,bangalore,13.002662,77.634644
Hoskote,bangalore,13.07446,77.76702
Bangalore Road,bangalore,12.923066,77.496443
7th Phase JP Nagar,bangalore,12.9185507,77.5856306
Padmanabha Nagar,bangalore,12.916279,77.5560752
Whitefield Road,bangalore,12.9891236,77.7270022
Nirman Layout,bangalore,12.9165878,77.6081182
OMBR Layout,bangalore,13.0107611,77.6465591
Sompura,bangalore,12.8861405,77.5056116
Bengaluru Kanakapura Road,bangalore,12.938741,77.57541
Basapura Main Road,bangalore,12.865669,77.65156
Gunjur Balagere Road,bangalore,12.9312267,77.730136
Hosa Road Electronic City,bangalore,12.870448,77.653873
Budigere,bangalore,13.13502,77.747481
Hennagara Main Road,bangalore,12.793979,77.679286
Off Cunningham Road,bangalore,12.982477,77.598864
Vijaya Bank Layout,bangalore,13.0090127,77.6562397
Geddalahalli,bangalore,13.0483573,77.6452772
Banashankari Stage III,bangalore,12.938983,77.55661
Bellari Road,bangalore,13.000046,77.615816
Bhoopasandra,bangalore,13.0353444,77.58237
Kachanayakanahalli,bangalore,12.802416,77.676465
Seegehalli Road,bangalore,12.9675853,77.4569573
HAL,bangalore,12.9514658,77.6706175
Perungalathur,chennai,13.148358,80.213584
Madhavaram,chennai,13.142911,80.219491
Karapakkam,chennai,12.9117073,80.2277203
Thiruvidandhai,chennai,13.148358,80.213584
Mevalurkuppam,chennai,13.027681,80.007922
Kolapakkam,chennai,12.946261,80.121917
Kundrathur,chennai,13.0306501,80.1529176
Pammal,chennai,13.0347902,80.1994677
Puzhal,chennai,13.1636492,80.2038067
Selaiyur,chennai,12.92056,80.13722
Thoraipakkam OMR,chennai,12.900468,80.226882
Anna Nagar,chennai,13.2073706,80.3150292
Mogappair,chennai,13.083971,80.160863
Sholinganallur,chennai,12.8935356,80.2320634
Medavakkam,chennai,12.9229928,80.1882897
Avadi,chennai,13.0939786,80.2664049
Tiruvottiyur,chennai,13.158641,80.296208
Manapakkam,chennai,13.015949,80.185364
Madipakkam,chennai,12.9611348,80.2001292
Thiruvanmiyur,chennai,12.9858948,80.2644215
Ramapuram,chennai,13.0209667,80.1839683
Saidapet,chennai,13.0239952,80.2281244
Poonamallee,chennai,13.0348327,80.1560039
Pallavaram,chennai,12.967574,80.15205
Maraimalai Nagar,chennai,13.009733,80.239998
Madambakkam,chennai,12.946261,80.121917
Perungudi,chennai,12.9710239,80.2418051
Villivakkam,chennai,13.1125875,80.2081378
Adyar,chennai,13.00645,80.2577791
Navallur,chennai,13.148358,80.213584
Moolacheri,chennai,13.148358,80.213584
Chromepet,chennai,12.9575007,80.1435066
Nandambakkam,chennai,13.0166484,80.1911885
Kelambakkam,chennai,12.7974332,80.2232222
Vadapalani,chennai,13.0509304,80.2120661
Kumananchavadi,chennai,13.045107,80.115673
Porur,chennai,13.0320131,80.158304
Periyapanicheri,chennai,13.0124023,80.1336128
Manikandan Nagar,chennai,12.947325,80.234543
Kodambakkam,chennai,13.028567,80.21989
Velachery,chennai,12.9801655,80.2228506
East Tambaram,chennai,12.928839,80.112359
Gopalapuram,chennai,13.0497324,80.2582028
Sunnambu Kolathur S Kolathur,chennai,12.9463536,80.1973913
Perumbakkam,chennai,12.2202453,78.9945343
Cholambedu,chennai,13.148358,80.213584
Urapakkam,chennai,13.148358,80.213584
Raja Annamalai Puram,chennai,13.0244783,80.253937
Besant Nagar,chennai,13.002989,80.266097
Peerakankaranai,chennai,13.148358,80.213584
Nanmangalam,chennai,12.938564,80.167452
Jamalia,chennai,13.10616,80.250512
Guduvancheri,chennai,12.8439997,80.0603546
Sembakkam,chennai,12.925561,80.168885
Adambakkam,chennai,12.9822215,80.209121
Nungambakkam,chennai,13.0620626,80.240487
T Nagar,chennai,13.0397632,80.2356071
K K Nagar,chennai,13.133881,80.238291
Ambattur,chennai,13.088715,80.169337
Valasaravakkam,chennai,13.049834,80.166474
Kanathur Reddikuppam,chennai,13.0262354,80.2260597
Mugalivakkam,chennai,13.024951,80.167748
Maduravoyal,chennai,13.0601732,80.1665988
Gowrivakkam,chennai,13.148358,80.213584
Mudichur,chennai,12.9600313,80.2144699
West Tambaram,chennai,13.148358,80.213584
Alwarpet,chennai,13.0338602,80.2545491
Annanagar West,chennai,13.0851247,80.2141968
Thiruverkadu,chennai,13.087046,80.125482
tambaram west,chennai,12.925932,80.117748
Guindy,chennai,13.0087095,80.2203646
Korattur,chennai,13.1115484,80.1846272
Tambaram Sanatoruim,chennai,12.925792,80.117919
Irumbuliyur,chennai,12.9600313,80.2144699
Kolathur,chennai,13.124021,80.212645
Thirumullaivoyal,chennai,13.1309288,80.131225
Singaperumal Koil,chennai,13.07623,80.2675221
Ayapakkam,chennai,13.0990884,80.1425236
Perambur,chennai,13.1121242,80.245022
Chetpet,chennai,13.0717448,80.2437973
Kilpauk,chennai,13.0832149,80.2379864
Egmore,chennai,13.0728321,80.2576906
Alandur,chennai,12.9943729,80.1942837
Kovur,chennai,13.0035434,80.1272505
Vandalur,chennai,12.9600313,80.2144699
Pozhichalur,chennai,13.148358,80.213584
Vanagaram,chennai,13.0870256,80.1608837
Thoraipakkam,chennai,12.9486776,80.2066512
Ullagaram,chennai,12.9765868,80.1967196
Kovilambakkam,chennai,12.945096,80.191894
Kattupakkam,chennai,13.043062,80.122765
Thirumazhisai,chennai,13.049804,80.066149
Kattankulathur,chennai,13.148358,80.213584
Ayanambakkam,chennai,13.076678,80.133389
Sithalapakkam,chennai,13.148358,80.213584
Vengaivasal,chennai,12.917803,80.163843
Kilkattalai,chennai,12.95667,80.18167
Annanagar,chennai,13.095006,80.198806
Chengalpattu,chennai,13.148358,80.213584
Pallikaranai,chennai,12.9304748,80.2077692
Rajakilpakkam,chennai,12.91944,80.16972
Chitlapakkam,chennai,12.937461,80.146495
Palavakkam,chennai,12.95999,80.2560268
Kotturpuram,chennai,13.0193703,80.2435512
Nenmeli,chennai,12.663413,80.026281
Ramavaram,chennai,15.28337,78.125259
Padi,chennai,13.1036615,80.1948091
NehruNagar,chennai,13.148358,80.213584
Thatchoor,chennai,13.303512,80.156248
Padur,chennai,13.148358,80.213584
Mambakkam,chennai,13.148358,80.213584
Egatoor,chennai,12.8330267,80.228884
Semmancheri,chennai,12.875186,80.210633
Virugambakkam,chennai,13.0475434,80.1922181
Moolakadai,chennai,13.1291684,80.2416991
Siruseri,chennai,12.834776,80.228724
Velappanchavadi,chennai,13.061097,80.138618
Ekkatuthangal,chennai,13.148358,80.213584
Royapettah,chennai,13.053618,80.266489
Nandanam,chennai,13.0317092,80.2411957
Vellakkal,chennai,12.67923,78.705134
Annamalai Colony,chennai,12.9708261,80.1932183
Thalambur,chennai,12.8469006,80.2271771
Nanganallur,chennai,12.9801242,80.184902
Chembarambakkam,chennai,13.016769,80.1367942
Teynampet,chennai,13.0368003,80.2464194
Mannivakkam,chennai,13.148358,80.213584
Thaiyur,chennai,12.763461,80.1581385
Injambakkam,chennai,12.9189367,80.251295
Aminjikarai,chennai,13.0721399,80.2205453
CIT Nagar,chennai,13.0293843,80.2342825
Koyambedu,chennai,13.072024,80.198037
Kil Ayanambakkam,chennai,13.148358,80.213584
Choolaimedu,chennai,13.0602645,80.2302043
Thirumudivakkam,chennai,12.961302,80.145196
Kottivakkam,chennai,12.9705053,80.2615033
Ponneri,chennai,13.1647034,80.2702818
Mahindra World City,chennai,12.7291874,79.9995212
Purasawalkam,chennai,13.079959,80.254787
Anakaputhur,chennai,12.983299,80.127674
TNHB,chennai,12.8874026,80.2335971
Manali,chennai,13.1294075,80.2679725
Mogappair East,chennai,13.0887994,80.1704906
Bakthavatchalapuram,chennai,13.148358,80.213584
Chikkarayapuram,chennai,13.0145621,80.0945056
Triplicane,chennai,13.0604285,80.2750704
Agaramthen,chennai,13.148358,80.213584
Vengambakkam,chennai,12.892133,80.138329
Keelma Nagar,chennai,13.148358,80.213584
Gerugambakkam,chennai,12.978231,80.130469
Ponniammanmedu,chennai,13.148358,80.213584
Ambattur INDUSTRIAL ESTATE,chennai,13.0922855,80.1675492
Royapuram,chennai,13.1146195,80.2940279
Shanthi Nagar,chennai,12.9890675,80.1988878
Serapanacheri,chennai,13.148358,80.213584
Kuthambakkam,chennai,13.049286,80.025884
Anna Nagar East,chennai,13.090261,80.220499
Pudupakkam,chennai,13.06124,80.27017
Thiruneermalai,chennai,12.939411,80.11353
Mangadu,chennai,13.0580877,80.2439658
Arumbakkam,chennai,13.074371,80.2081312
Irandankattalai,chennai,13.148358,80.213584
West Mambalam,chennai,13.041274,80.218735
Tondiarpet,chennai,13.1277669,80.2895845
Ayanavaram,chennai,13.0946157,80.23541
Mappedu,chennai,13.03096,79.86206
Abiramapuram,chennai,13.03044,80.256798
Mylapore,chennai,13.0316473,80.2700166
Shenoy Nagar,chennai,13.0786669,80.2272547
Ashok Nagar,chennai,13.0400731,80.2159247
Tharapakkam,chennai,13.0035434,80.1272505
OMR Road,chennai,12.9421876,80.2372216
GST Road,chennai,13.148358,80.213584
200 Feet Radial Road,chennai,13.070475,80.160841
Adhanur,chennai,13.148358,80.213584
Egattur,chennai,12.8358863,80.2295898
tambaram east,chennai,13.148358,80.213584
Pallikaranai VGP Shanti Nagar,chennai,13.148358,80.213584
Sector 10 Dwarka,delhi,28.5843698,77.0582331
Uttam Nagar,delhi,28.6215226,77.0611064
Sarita Vihar,delhi,28.5334785,77.2935232
Dwarka Mor,delhi,28.61931,77.033279
Sector 7 Dwarka,delhi,28.5957473,77.0624585
Sector 6 Dwarka,delhi,28.7123117,77.111507
Sector 5 Dwarka,delhi,28.5975049,77.0569723
Sector 23 Rohini,delhi,28.7227607,77.0809395
Mayur Vihar II,delhi,28.6185287,77.3026578
Sector 24 Rohini,delhi,28.7299221,77.0884513
Sector 11 Dwarka,delhi,28.5895466,77.0503536
Sector 23 Dwarka,delhi,28.5619923,77.0491008
Sector 12 Dwarka,delhi,28.5944829,77.0427147
West End,delhi,28.5747614,77.1630662
Sector 9 Rohini,delhi,28.732753,77.122822
Mundka,delhi,28.6824341,77.0305741
Sector 13 Rohini,delhi,28.7214404,77.1300039
Jamia Nagar,delhi,28.5687308,77.2848272
Sector 19 Dwarka,delhi,28.5764755,77.0478533
Sector 17 Dwarka,delhi,28.5925935,77.0268297
Bindapur,delhi,28.6126708,77.0721766
Sector-18 Dwarka,delhi,28.5863292,77.0348886
Vasant Kunj,delhi,28.5292495,77.1541335
Shastri Nagar,delhi,28.67536,77.177105
Sector-8 Rohini,delhi,28.6997763,77.1091863
Sector 9 Dwarka,delhi,28.5788649,77.0656272
Shanti Park Dwarka,delhi,28.599628,77.191897
Govindpuri,delhi,28.5351561,77.2637936
Sector 22 Dwarka,delhi,28.587521,77.046547
Matiala,delhi,28.609631,77.0467536
Saket,delhi,28.5244107,77.2137253
Mahavir Enclave,delhi,28.597234,77.080922
Burari,delhi,28.7327031,77.1921744
Shahdara,delhi,28.687704,77.283498
Babarpur,delhi,28.6874305,77.2797551
Khanpur,delhi,28.5127982,77.2323949
Sector 13 Dwarka,delhi,28.587521,77.046547
Mansa Ram Park,delhi,28.615855,77.066096
Green Park,delhi,28.5564421,77.2038699
Kalkaji,delhi,28.5230168,77.2692295
Sector 4 Dwarka,delhi,28.601669,77.0489574
DLF Phase 5,delhi,28.6661963,77.150915
Sector 3 Dwarka,delhi,28.6075594,77.0437918
Chittaranjan Park,delhi,28.53981,77.252105
Chattarpur,delhi,28.4971399,77.1812506
Greater Kailash,delhi,28.5419077,77.2384925
Sector-14 Rohini,delhi,28.732753,77.122822
Paschim Vihar,delhi,28.6695782,77.095956
Pitampura,delhi,28.6995123,77.1301047
Sector 18B Dwarka,delhi,28.586738,77.035307
Sector 2 Dwarka,delhi,28.5986338,77.0686619
Jasola,delhi,28.5427353,77.2913342
Pochanpur Colony,delhi,28.648544,77.203044
Palam,delhi,28.5918933,77.0828242
Saidabad,delhi,18.3242258,79.4783324
Budh Vihar,delhi,28.557163,77.163665
Sector 25 Rohini,delhi,28.732753,77.122822
Sector 18A Dwarka,delhi,28.5711087,77.0730945
Sewak Park,delhi,28.6166042,77.0353853
Sector 23B Dwarka,delhi,28.5712425,77.0582575
Rohini sector 24,delhi,28.7356432,77.1088342
Sector 28 Rohini,delhi,28.732753,77.122822
Rohini Sector 9,delhi,28.5790689,77.0654186
Rohini Extension,delhi,28.557163,77.163665
nawada,delhi,28.6243467,77.0411968
Alaknanda,delhi,28.608048,77.039669
Sector 22 Rohini,delhi,28.7188422,77.0608429
Lajpat Nagar,delhi,28.5660924,77.2432851
South Extension 2,delhi,28.5681089,77.2221923
Sector 16B Dwarka,delhi,28.5921458,77.0207548
Sheikh Sarai,delhi,28.5337958,77.2317736
Sidhartha Nagar,delhi,28.557163,77.163665
Sector-D Vasant Kunj,delhi,28.5176406,77.1631802
Hauz Khas,delhi,28.5498087,77.2077638
Kalkaji Extension,delhi,28.5295646,77.2634622
Greater kailash 1,delhi,28.5534151,77.2381363
Lajpat Nagar III,delhi,28.5678755,77.2404914
Safdarjung Enclave,delhi,28.56502,77.1925584
Greater Kailash II,delhi,28.5338204,77.242467
Sainik Farms,delhi,28.5067758,77.21857
Sector 20 Rohini,delhi,28.732753,77.122822
greater kailash Enclave 1,delhi,28.5464554,77.2435049
DLF Farms,delhi,28.4823661,77.1724534
Mehrauli,delhi,28.5218262,77.1783232
Mahipalpur,delhi,28.544537,77.1279229
mayur vihar phase 1,delhi,28.6101973,77.3006953
Sarvodaya Enclave,delhi,28.5374084,77.2018601
Karol Bagh,delhi,28.6529982,77.1890227
West Sagarpur,delhi,28.59213,77.10558
Ashok Vihar,delhi,28.6909399,77.1776197
Sector 21 Dwarka,delhi,28.5591911,77.0659671
East of Kailash,delhi,28.5571682,77.2426127
Khirki Extension,delhi,28.557163,77.163665
Dashrath Puri,delhi,28.60376,77.0878
SULTANPUR,delhi,28.4958744,77.1606444
Patparganj,delhi,28.616733,77.287935
Kaushambi,delhi,28.557163,77.163665
Shakurbasti,delhi,28.6814073,77.1275679
Hari Nagar,delhi,28.6296489,77.1119344
Siri Fort,delhi,28.5521464,77.2246983
Katwaria Sarai,delhi,28.5404136,77.1851702
Mayur Vihar,delhi,28.590981,77.295608
Nasirpur,delhi,30.3552637,76.7592649
Bharat Vihar,delhi,28.6085248,77.0286097
Vikas Puri,delhi,28.6301441,77.0682683
Madhu Vihar,delhi,28.599782,77.0611733
New Ashok Nagar,delhi,28.589749,77.300085
Naraina,delhi,28.619661,77.137357
Tagore Garden Extension,delhi,28.6518058,77.1150797
New Friends Colony,delhi,28.5671008,77.2697643
Sector 14 Rohini,delhi,28.732753,77.122822
Dabri,delhi,28.6100971,77.0888864
