location,city,latitude,longitude
Sector 30 Kharghar,mumbai,19.131577,72.891418
Sector 12 A,mumbai,19.117742,72.9904477
Sector 18,mumbai,19.1279776,73.0029259
Sector13 Khanda Colony,mumbai,19.042211,72.946585
Sector16 Airoli,mumbai,19.042211,72.946585
Ranjanpada,mumbai,18.9092584,73.0158486
Sector 15,mumbai,19.0615026,73.0056363
Sector 35G,mumbai,19.054999,72.8692035
Sector 5,mumbai,19.2820188,72.8629528
Sector 35I Kharghar,mumbai,19.131577,72.891418
Sector35D Kharghar,mumbai,19.131577,72.891418
Sector34 A Kharghar,mumbai,19.046766,73.0805309
Sector 30,mumbai,19.131577,72.891418
Sector 36 Kharghar,mumbai,19.0137189,73.0099904
Sector 11 Belapur,mumbai,19.131577,72.891418
Sector-34B Kharghar,mumbai,19.131577,72.891418
Dombivali East,mumbai,19.210826,73.088411
Roadpali,mumbai,19.041297,73.101308
Sector-50 Seawoods,mumbai,19.0137801,73.0229772
Mumbai Highway,mumbai,19.054999,72.8692035
Sector 7 Kharghar,mumbai,19.0277958,72.8682934
Lokhandwala Township,mumbai,19.143628,72.82553
Andheri,mumbai,19.1196976,72.8464205
Andheri West,mumbai,19.1172495,72.833968
Shastri Nagar,mumbai,19.1380387,72.8280164
Wadala East Wadala,mumbai,19.0347644,72.8767433
Kalwa,mumbai,23.5216673,76.1706317
PARSIK NAGAR,mumbai,19.131577,72.891418
Maharashtra Nagar,mumbai,19.049806,72.938375
Patlipada,mumbai,19.246278,72.975798
Belapur,mumbai,19.0417032,73.0365059
Seawoods,mumbai,19.0240071,73.0231545
Majiwada,mumbai,19.131577,72.891418
4 Bunglows,mumbai,19.0448524,72.9101569
Airoli,mumbai,19.1582719,72.9967088
Kolshet Road,mumbai,19.131577,72.891418
Sector 10 Khanda Colony,mumbai,19.042211,72.946585
Pokharan Road,mumbai,19.131577,72.891418
Kharegaon,mumbai,19.131577,72.891418
Panch Pakhadi,mumbai,19.131577,72.891418
Sector 36 Kamothe,mumbai,19.042211,72.946585
Dombivli (West),mumbai,19.2221822,73.0809274
DN Nagar Road,mumbai,19.077181,72.862581
Godrej Hill,mumbai,19.1116978,72.9234406
Ganesh Nagar,mumbai,19.0552238,72.8938192
Haware City,mumbai,19.0811499,72.881926
Mahatma Gandhi Road,mumbai,19.0755317,72.9034594
Akurli Nagar,mumbai,19.131577,72.891418
Kasar vadavali,mumbai,18.955191,73.11839
Vasai West,mumbai,19.131577,72.891418
Mumbai Nashik Expressway,mumbai,19.131577,72.891418
Katrap,mumbai,19.131577,72.891418
Mira Road,mumbai,19.2813147,72.8747815
Kasheli,mumbai,19.236407,73.014602
Western Express Highway Kandivali East,mumbai,19.0486775,72.8318368
Vasind,mumbai,19.4017041,73.2478225
KASHELI,mumbai,19.236407,73.014602
Thakurli,mumbai,19.2222373,73.0960108
Shakti Nagar,mumbai,19.1427366,72.8334309
Bhayandar East,mumbai,19.131577,72.891418
Dahisar East,mumbai,19.2599822,72.8598732
ulhasnagar 4,mumbai,19.0346421,72.9279588
Sector-26 Taloja,mumbai,19.042211,72.946585
Koproli,mumbai,18.883438,72.989376
Mumbai Central,mumbai,18.9695855,72.8193152
Greater Khanda,mumbai,18.940629,72.834298
link road borivali west,mumbai,19.2313925,72.8408607
Manpada,mumbai,19.234004,72.968639
Sector 2 Ulwe,mumbai,19.042211,72.946585
Govind nagar,mumbai,19.2318895,72.8500816
Krishanlal Marwah Marg,mumbai,19.131577,72.891418
Sector-9 Ulwe,mumbai,19.131577,72.891418
Vikhroli,mumbai,19.109204,72.932402
Kalamboli,mumbai,19.018718,73.106111
Lokhandwala,mumbai,19.1430826,72.8246153
Patel Nagar,mumbai,19.0255252,72.8891898
Yari Road,mumbai,19.13589,72.8112316
Thakur complex,mumbai,19.1353511,72.8173628
Khar West,mumbai,19.0555914,72.827141
Sector 11 Kharghar,mumbai,19.1190978,72.9926125
Ghansoli,mumbai,19.1163797,73.0069928
Sector8 Sanpada,mumbai,19.131577,72.891418
Jeejamata Nagar,mumbai,18.9923853,72.8187299
Shreyas Colony,mumbai,19.0408076,72.8611502
Kannamwar Nagar II,mumbai,19.1168383,72.9401198
gokuldham,mumbai,19.220311,72.8517421
Bangur Nagar,mumbai,19.1559606,72.8283084
Shivaji Colony,mumbai,19.026521,72.8385
Jawahar Nagar,mumbai,17.4076626,78.4928021
Vedant Complex,mumbai,19.099655,72.853051
Titwala,mumbai,19.2963414,73.2032791
Manvel pada Road,mumbai,19.131577,72.891418
Govandi,mumbai,19.0566802,72.9224217
Shilphata Road Thane,mumbai,19.131577,72.891418
Vasant Vihar,mumbai,19.069717,72.8331727
Thakur Village,mumbai,19.2097189,72.8759248
Samata nagar,mumbai,19.2072164,72.8705139
Wadi Bandar,mumbai,18.9566459,72.8411014
Kapurbawadi,mumbai,19.217551,72.9799622
Thane Belapur Road Kalwa,mumbai,19.111159,73.009763
Suburbs Mumbai,mumbai,19.097238,72.902239
Ramdev Park,mumbai,19.077136,72.890031
Sector-35 Kamothe,mumbai,19.0408013,72.9464836
Sector 58A Seawoods Navi Mumbai,mumbai,19.015633,73.0170641
Diva,mumbai,19.1484813,72.9910368
Borivali,mumbai,19.2298129,72.8471376
Gundavali Gaothan,mumbai,19.0558728,72.9088716
Kondivita Road,mumbai,19.112413,72.8710949
Koldongri,mumbai,19.111572,72.8506989
Saki Naka,mumbai,19.103494,72.888079
Bhayandar West,mumbai,19.131577,72.891418
Versova,mumbai,19.1309837,72.8187345
Hanuman Nagar,mumbai,19.1412761,72.9207605
worli sea face,mumbai,18.95662,72.81146
Sea Face,mumbai,19.0713219,72.8224758
Shiv Sagar Estate,mumbai,18.9888337,72.8134226
Grant Road West,mumbai,19.131577,72.891418
Sriprastha,mumbai,19.422397,72.80161
Off Nepean Sea Road,mumbai,18.9590583,72.8035239
Morya Nagar,mumbai,19.09804,72.888616
Upper Worli,mumbai,18.9869676,72.8285467
worli sea Fase,mumbai,19.049973,72.838739
Powai,mumbai,19.1187195,72.9073476
Agripada,mumbai,19.0868893,72.8447655
Sion,mumbai,19.0538325,72.8960588
Girgaon,mumbai,26.3652674,78.553631
IT Colony,mumbai,19.026164,72.84535
Bhayandarpada,mumbai,19.131577,72.891418
Sector-24 Kamothe,mumbai,19.0408013,72.9464836
Phase 2,mumbai,19.0775039,72.8848272
Sector 6,mumbai,19.1212266,73.003099
Malad,mumbai,19.1852851,72.8358611
Haji Ali,mumbai,18.9827538,72.8088873
Majiwada thane,mumbai,19.197002,72.977524
Yogi Hills,mumbai,19.1845884,72.9379668
Sector 19 Nerul,mumbai,19.131577,72.891418
Owale,mumbai,18.064084,73.327185
MG Road,mumbai,19.1495114,72.8683501
roadpali navimumbai,mumbai,19.041297,73.101308
Taloja Bypass Nitalas Link Road,mumbai,19.131577,72.891418
Rasayani,mumbai,18.8980124,73.2030599
Sector 10 Kamothe,mumbai,19.042211,72.946585
kavesar,mumbai,19.26027,72.990106
Kopara,mumbai,19.0609221,72.8364284
royal palms goregaon east,mumbai,19.158471,72.878995
Dadar West,mumbai,19.0189574,72.8328283
vrindavan society,mumbai,19.0512057,72.8680624
CBD Belapur East,mumbai,19.0234849,73.0384895
Parel Village,mumbai,19.007547,72.845846
Karave Nagar,mumbai,19.131577,72.891418
Sector 19A Nerul,mumbai,19.131577,72.891418
Antop Hill,mumbai,19.0267547,72.86421
Suman Nagar,mumbai,19.020552,72.87059
Bhakti Park,mumbai,19.0278681,72.8795682
Hanuman Chowk,mumbai,19.131577,72.891418
Willingdon,mumbai,19.0782328,72.839313
VishnuNagar,mumbai,20.389922,74.951242
Vichumbe,mumbai,18.988317,73.131625
Vashi,mumbai,19.0632481,72.9987966
Poonam Sagar Complex,mumbai,19.1369178,72.869128
Santacruz East,mumbai,19.0859925,72.8462327
Mulund East,mumbai,19.1704719,72.9610447
Sector-8 Sanpada,mumbai,19.0607337,73.0116775
Sector-9 Ghansoli,mumbai,19.1167067,72.9983145
Balkum,mumbai,19.131577,72.891418
Hiranandani Estates,mumbai,19.131577,72.891418
Vartak Nagar,mumbai,19.131577,72.891418
Charkop,mumbai,19.2141193,72.8258652
Vazira,mumbai,19.228962,72.844815
Four Bunglows,mumbai,19.1291815,72.8265924
Palava,mumbai,19.1683058,73.0733977
Oshiwara Police Station Road,mumbai,19.1490559,72.8328434
Seven Bunglow,mumbai,19.0719141,72.8797897
Poddar Road,mumbai,19.1856313,72.8539096
Gulmohar Road,mumbai,19.1136366,72.8368659
Vile Parle E,mumbai,19.103908,72.840301
Pokhran Road No 2,mumbai,19.131577,72.891418
Sainath Nagar,mumbai,19.0941778,72.9108738
Kapur Bawdi,mumbai,18.968957,72.842933
Kolshet Industrial Area,mumbai,19.218266,72.978071
Sector16 Ulwe,mumbai,19.042211,72.946585
Anand Nagar Thane West,mumbai,19.081732,72.848063
Charkop Sector 8,mumbai,19.2141193,72.8258652
Vile Parle,mumbai,19.0999098,72.8440038
Marine Lines,mumbai,18.945764,72.8237193
Bandra Kurla Complex,mumbai,19.067115,72.8657245
sec 50 new,mumbai,19.030043,72.861428
Vakola Pipeline Road,mumbai,19.0788203,72.8514324
Neral,mumbai,19.0274308,73.3184369
Shil Phata,mumbai,19.110881,73.003137
Ville Parle East,mumbai,19.1159409,72.8312863
matunga east,mumbai,19.0261579,72.8520846
Dharavi,mumbai,19.044463,72.8586177
vile parle west,mumbai,19.103908,72.840301
Uran,mumbai,19.0333567,73.0296164
Boisar,mumbai,19.1913367,72.8726581
Kanjurmarg East,mumbai,19.1240536,72.9386742
Kurla West,mumbai,19.0686026,72.876583
Sewri,mumbai,19.0523278,72.8798
Matunga,mumbai,19.0314768,72.8468509
Goregaon (East),mumbai,19.1524194,72.8565586
Malabar Hill,mumbai,18.9581616,72.8033665
Ambivali,mumbai,19.1331195,72.8251336
Nalasopara East,mumbai,19.0645019,72.8803229
Vijay Nagar,mumbai,19.1215307,72.8796691
Chedda Nagar,mumbai,19.09804,72.888616
Kurla East,mumbai,19.0628944,72.8825604
Kharodi,mumbai,19.1921813,72.820581
Ville Parle West,mumbai,19.1,72.833333
Vikhroli West,mumbai,19.114541,72.9257184
Wadala East,mumbai,19.0347644,72.8767433
Palidevad,mumbai,19.131577,72.891418
Vikroli East,mumbai,19.0645019,72.8803229
Mahim,mumbai,19.0427721,72.8407925
Khalapur,mumbai,18.7707389,73.3440211
Karjat,mumbai,19.131577,72.891418
Vitthalwadi,mumbai,18.4821529,73.8261509
Bhoiwada Kalyan,mumbai,19.029467,72.87041
Beturkar Pada,mumbai,19.083919,72.847376
Ambivli,mumbai,19.131594,72.834629
Nilje Gaon,mumbai,19.048287,72.925976
Khopoli,mumbai,18.770565,73.3426355
Taloje,mumbai,19.079148,73.0878581
Gulal Wadi,mumbai,18.9559494,72.8285412
Tilak Nagar Mumbai,mumbai,19.0692377,72.8978464
Chandivali,mumbai,19.1091482,72.8945793
Nere,mumbai,19.011781,73.171057
Sector 9 Airoli,mumbai,19.1485101,72.9924465
Diva Gaon,mumbai,19.048287,72.925976
Sen Nagar,mumbai,19.09804,72.888616
Syndicate,mumbai,18.9738655,72.8090463
Gandhar Nagar,mumbai,19.131577,72.891418
Byculla,mumbai,18.9733277,72.8339765
Padle Gaon,mumbai,19.048287,72.925976
